2.515274,2.013838,1.734633,1.550798,1.316039,1.165255,0.975927,0.733869,0.593249,0.408571,0.218264,0.080947
1.663558,1.900913,2.543832,-0.167479,2.747888,0.918454,0.318912,1.837252,-0.101240,0.561336,0.250763,0.018358
2.531450,2.031260,1.682360,1.543060,1.510180,1.073980,1.039580,0.763480,0.576030,0.341955,0.233853,0.081165
2.158641,1.807028,1.928496,1.508087,1.306624,0.835820,1.477898,0.486710,0.586715,0.391833,0.251844,0.079903
2.487244,1.998784,1.731319,1.539229,1.359648,1.155399,0.931378,0.768432,0.599457,0.374559,0.214167,0.100893
2.323719,1.820720,1.827909,1.304864,1.685524,1.148463,0.952712,0.456401,0.823101,0.248945,0.248306,0.084797
2.499543,1.978357,1.776950,1.611693,1.186359,1.207989,1.094834,0.697906,0.621901,0.308603,0.255323,0.080085
1.797513,1.331063,1.882568,0.901783,1.994379,0.639775,1.035837,0.544396,0.924879,0.372879,0.247608,0.083360
2.548017,1.983220,1.704770,1.661080,1.346043,1.161303,1.005646,0.733338,0.562425,0.361537,0.223729,0.080819
2.299550,1.920840,1.750507,1.331480,1.745913,0.681151,1.424403,0.524259,0.693389,0.303947,0.213745,0.090158
2.434920,1.998760,1.716800,1.519675,1.594747,0.816319,1.171832,0.864060,0.515765,0.433599,0.210211,0.083096
1.946638,1.552118,2.066246,1.109894,1.341766,1.106525,1.127417,0.972025,0.507965,0.311173,0.217403,0.081100
2.465870,1.996630,1.666790,1.514080,1.320170,1.475100,0.995515,0.715606,0.568052,0.432594,0.199877,0.082244
2.473561,1.653864,1.466086,1.532770,2.340500,1.213659,-0.037437,0.490405,0.997035,0.807315,0.218541,0.045858
2.093047,1.838790,1.971480,1.820828,1.369472,1.149886,0.851008,0.802954,0.519942,0.388295,0.202740,0.082269
1.499394,1.241280,1.597381,0.656223,1.275139,0.918911,1.751156,0.576850,0.659001,0.314581,0.230608,0.082618
2.511640,1.984630,1.783010,1.589360,1.287780,1.222030,0.899734,0.763680,0.576171,0.429605,0.228614,0.080976
2.343860,1.853130,1.815330,0.893847,1.973170,1.090850,0.948667,0.457485,0.662338,0.562580,0.150861,0.087004
2.489330,1.874420,1.807215,1.429025,1.558300,0.999213,1.268255,0.577921,0.584634,0.393115,0.199447,0.083453
1.758504,1.492234,1.583305,1.264063,1.452117,1.129750,1.777024,0.539086,0.618527,0.285481,0.252232,0.082359
2.484240,1.999610,1.929250,1.305010,1.364390,1.379490,0.996408,0.758298,0.568250,0.387160,0.243493,0.081040
2.036884,1.798889,1.828278,0.997488,1.614724,1.486426,1.123777,0.357859,0.712275,0.305452,0.266981,0.086440
2.393662,1.825036,2.046176,1.369474,1.141512,1.461976,1.104434,0.449274,0.564050,0.513511,0.184661,0.081295
1.580288,1.280098,1.423800,1.569854,1.539700,0.574243,1.064477,0.809701,0.918954,0.381310,0.189993,0.080986
2.460430,2.065110,1.645630,1.652190,1.367150,1.059160,1.207620,0.707459,0.329517,0.522333,0.143026,0.083619
2.093796,1.915219,2.022346,1.022084,2.025920,0.420476,1.146150,0.920479,0.476453,0.397851,0.260324,0.081993
2.343855,1.963778,1.818061,1.383336,1.512439,0.941309,1.278297,0.650624,0.429916,0.505496,0.222242,0.082415
1.771681,1.264494,2.087761,1.086156,0.953664,1.463585,1.288193,0.544108,0.634648,0.470590,0.166980,0.080698
2.488856,1.915330,1.667853,1.489059,1.693775,1.143916,0.821234,0.660999,0.700356,0.406207,0.219096,0.079683
1.821487,1.571017,1.902149,1.185701,1.905664,1.041472,0.961962,0.446992,0.403986,0.486955,0.268599,0.076762
2.171982,1.614278,2.014337,1.454263,1.157711,1.533916,0.737277,0.778258,0.594162,0.282445,0.202172,0.086990
2.487244,1.998784,1.691319,1.499229,1.319648,1.155399,0.971378,0.768432,0.599457,0.414559,0.254167,0.100893
2.515682,1.983198,1.746042,1.559069,1.354749,1.106356,1.017851,0.736171,0.594609,0.368661,0.242093,0.080794
2.347341,1.831641,1.914493,1.299846,1.835070,0.925471,0.870060,0.710919,0.598160,0.408662,0.249675,0.079485
2.525330,2.052650,1.608040,1.514080,1.550830,0.997265,0.931171,0.894541,0.481230,0.471824,0.186406,0.081783
1.916360,1.484757,2.321704,1.272214,1.317832,0.720543,1.201905,0.526444,0.859819,0.329929,0.197489,0.095566
2.487244,1.998784,1.691319,1.499229,1.359648,1.115399,0.931378,0.768432,0.599457,0.414559,0.254167,0.060893
2.055715,1.645775,1.863073,1.507986,1.775253,0.889029,1.024522,0.415802,0.811098,0.378710,0.214983,0.084075
2.382208,1.905166,1.903066,1.531718,1.201294,1.065304,1.182335,0.729252,0.648917,0.310606,0.252250,0.080819
1.451917,1.126370,1.713511,1.125860,1.843389,0.304240,1.024713,0.920171,0.711919,0.263914,0.277141,0.081229
2.529700,1.973873,1.770210,1.634623,1.290063,1.156983,0.974563,0.743020,0.562382,0.418128,0.206028,0.080850
2.143748,1.779605,1.727272,1.610237,1.614089,0.577058,1.386574,0.761340,0.447794,0.414396,0.219377,0.086373
2.381262,1.928738,1.745238,1.509514,1.677807,0.896712,0.855989,0.906621,0.654252,0.269206,0.228609,0.081374
1.685295,1.245863,2.041353,0.760726,1.430926,1.086877,0.961223,0.938219,0.670814,0.399704,0.304247,0.067010
2.375287,1.964280,0.627576,1.686713,1.612491,2.428230,0.955296,0.059864,-0.092531,0.331321,0.709598,0.107007
